Key = key-370, Value = value-8611003614900965347, Score = 2
Key = key-353, ValueA = , ValueB = value-8119155155592079038, Score = 1
Key = key-195, ValueA = , ValueB = value-1031581301803986053, Score = 1
Key = key-353, ValueA = , ValueB = value-6289789498775210743, Score = 1
Key = key-195, ValueA = , ValueB = value-3026340962428510324, Score = 1
Key = key-353, ValueA = , ValueB = value-3830204874323778599, Score = 1
Key = key-195, ValueA = , ValueB = value-1118366693956924761, Score = 1
Key = key-353, ValueA = , ValueB = value-1970433869654810787, Score = 1
Key = key-195, ValueA = , ValueB = value-2293637465605298407, Score = 1
Key = key-195, ValueA = , ValueB = value-806558113648223844, Score = 1
Key = key-195, ValueA = , ValueB = value-7980578069634175425, Score = 1
Key = key-195, ValueA = , ValueB = value-6396948092477602453, Score = 1
Key = key-195, ValueA = , ValueB = value-8944420489436219381, Score = 1
Key = key-195, Value = value-1031581301803986053, Score = 2
Key = key-681, ValueA = , ValueB = value-8786102349590975220, Score = 1
Key = key-681, ValueA = , ValueB = value-8719604852347571747, Score = 1
Key = key-681, ValueA = , ValueB = value-3077205235084645020, Score = 1
Key = key-681, ValueA = , ValueB = value-6197111511133393511, Score = 1
Key = key-681, ValueA = , ValueB = value-430854485540040630, Score = 1
Key = key-681, ValueA = , ValueB = value-8043206049253885629, Score = 1
Key = key-111, Value = value-8583546130477944359, Score = 2
Key = key-192, ValueA = , ValueB = value-3819758049815875437, Score = 1
Key = key-192, ValueA = , ValueB = value-2570644100512377721, Score = 1
Key = key-192, ValueA = , ValueB = value-6988484249483485121, Score = 1
Key = key-192, ValueA = , ValueB = value-9209606935233257246, Score = 1
Key = key-192, ValueA = , ValueB = value-3349608242579302015, Score = 1
Key = key-192, ValueA = , ValueB = value-8944858712069982869, Score = 1
Key = key-192, ValueA = , ValueB = value-7989925434680150787, Score = 1
Key = key-192, ValueA = , ValueB = value-4398841668002599618, Score = 1
Key = key-595, ValueA = , ValueB = value-4157879685190025363, Score = 1
Key = key-595, ValueA = , ValueB = value-1850739450458633138, Score = 1
Key = key-595, ValueA = , ValueB = value-6103860842808935478, Score = 1
Key = key-595, ValueA = , ValueB = value-1924300968969300581, Score = 1
Key = key-202, ValueA = , ValueB = value-6029258729984377681, Score = 1
Key = key-202, ValueA = , ValueB = value-6371367819136488319, Score = 1
Key = key-202, ValueA = , ValueB = value-1382110124203372804, Score = 1
Key = key-193, ValueA = , ValueB = value-5816446592436067543, Score = 1
Key = key-202, ValueA = , ValueB = value-3595715114706181323, Score = 1
Key = key-193, ValueA = , ValueB = value-4929501310434137953, Score = 1
Key = key-202, ValueA = , ValueB = value-8643242040332606366, Score = 1
Key = key-193, ValueA = , ValueB = value-4432217070369856945, Score = 1
Key = key-202, ValueA = , ValueB = value-3771808315723085660, Score = 1
Key = key-193, ValueA = , ValueB = value-8378576190060359807, Score = 1
Key = key-202, ValueA = , ValueB = value-8088705713329302642, Score = 1
Key = key-193, ValueA = , ValueB = value-776109157946191627, Score = 1
Key = key-202, ValueA = , ValueB = value-7413461835732632557, Score = 1
Key = key-193, ValueA = , ValueB = value-4255533317239408068, Score = 1
Key = key-202, ValueA = , ValueB = value-8852801662458999186, Score = 1
Key = key-193, ValueA = , ValueB = value-5247571173801882613, Score = 1
Key = key-592, Value = value-4929773104118457982, Score = 2
Key = key-202, ValueA = , ValueB = value-5673734876625862849, Score = 1
Key = key-193, ValueA = , ValueB = value-8360714868417021672, Score = 1
Key = key-193, Value = value-5816446592436067543, Score = 2
Key = key-202, Value = value-6029258729984377681, Score = 2
Key = key-187, Value = value-3706781195250844354, Score = 2
Key = key-350, Value = value-1870119269568355593, Score = 2
Key = key-444, ValueA = , ValueB = value-4536713147755376101, Score = 1
Key = key-444, ValueA = , ValueB = value-1088550468655176524, Score = 1
Key = key-444, ValueA = , ValueB = value-6218710601235123382, Score = 1
Key = key-444, ValueA = , ValueB = value-8320619632556785799, Score = 1
Key = key-188, ValueA = , ValueB = value-7806471280964954138, Score = 1
Key = key-444, ValueA = , ValueB = value-7742587736226520150, Score = 1
Key = key-188, ValueA = , ValueB = value-4440334300990574771, Score = 1
Key = key-444, ValueA = , ValueB = value-6457281527532471348, Score = 1
Key = key-188, ValueA = , ValueB = value-8676253437073421158, Score = 1
Key = key-444, ValueA = , ValueB = value-4076583697897074344, Score = 1
Key = key-188, ValueA = , ValueB = value-7863399180677137697, Score = 1
Key = key-444, ValueA = , ValueB = value-4502596348084749902, Score = 1
Key = key-188, ValueA = , ValueB = value-8745836379323540295, Score = 1
Key = key-444, ValueA = , ValueB = value-7467374582139476096, Score = 1
Key = key-188, ValueA = , ValueB = value-8853378104058310037, Score = 1
Key = key-444, ValueA = , ValueB = value-1537667498494741982, Score = 1
Key = key-188, ValueA = , ValueB = value-6323926010379507733, Score = 1
Key = key-444, Value = value-4536713147755376101, Score = 2
Key = key-188, ValueA = , ValueB = value-6546736799996591845, Score = 1
Key = key-188, Value = value-7806471280964954138, Score = 2
Key = key-593, Value = value-5636062982387462498, Score = 2
Key = key-687, ValueA = , ValueB = value-4266993706887265926, Score = 1
Key = key-687, ValueA = , ValueB = value-6731713438033957286, Score = 1
Key = key-687, ValueA = , ValueB = value-5655040111680985317, Score = 1
Key = key-687, ValueA = , ValueB = value-146533180456548828, Score = 1
Key = key-687, ValueA = , ValueB = value-2816060921324375817, Score = 1
Key = key-687, ValueA = , ValueB = value-4202681104372894000, Score = 1
Key = key-687, ValueA = , ValueB = value-3064960226041734252, Score = 1
Key = key-687, Value = value-4266993706887265926, Score = 2
Key = key-203, Value = value-268743451159730355, Score = 2
Key = key-445, ValueA = , ValueB = value-6586997779109731808, Score = 1
Key = key-445, ValueA = , ValueB = value-5023244655872649580, Score = 1
Key = key-445, ValueA = , ValueB = value-1012819927187543539, Score = 1
Key = key-445, ValueA = , ValueB = value-8371100670885980705, Score = 1
Key = key-445, ValueA = , ValueB = value-821182564424627323, Score = 1
Key = key-445, ValueA = , ValueB = value-4128672284621776392, Score = 1
Key = key-445, ValueA = , ValueB = value-1178785883347564840, Score = 1
Key = key-445, ValueA = , ValueB = value-2050846858497878344, Score = 1
Key = key-445, ValueA = , ValueB = value-3775597508682431476, Score = 1
Key = key-445, Value = value-6586997779109731808, Score = 2
Key = key-684, ValueA = , ValueB = value-8068176718819730090, Score = 1
Key = key-684, ValueA = , ValueB = value-7568370747913776723, Score = 1
Key = key-684, ValueA = , ValueB = value-4153381302209553090, Score = 1
Key = key-684, ValueA = , ValueB = value-1680561978201481331, Score = 1
Key = key-684, ValueA = , ValueB = value-6648379735112904822, Score = 1
Key = key-684, ValueA = , ValueB = value-3909051931543994400, Score = 1
Key = key-684, Value = value-8068176718819730090, Score = 2
Key = key-200, Value = value-2005557922012775750, Score = 2
Key = key-114, ValueA = , ValueB = value-1965178817538587163, Score = 1
Key = key-114, ValueA = , ValueB = value-5156400588498593255, Score = 1
Key = key-114, ValueA = , ValueB = value-6541217491379362703, Score = 1
Key = key-114, ValueA = , ValueB = value-1499597079201476564, Score = 1
Key = key-114, ValueA = , ValueB = value-6070493568923289225, Score = 1
Key = key-114, ValueA = , ValueB = value-4617161037511553932, Score = 1
Key = key-114, ValueA = , ValueB = value-2732455103230986372, Score = 1
Key = key-46, ValueA = , ValueB = value-5633551139197230255, Score = 1
Key = key-114, ValueA = , ValueB = value-3765502060342418004, Score = 1
Key = key-114, ValueA = , ValueB = value-3185668810226686440, Score = 1
Key = key-46, ValueA = , ValueB = value-1338541735541626339, Score = 1
Key = key-114, ValueA = , ValueB = value-1608606633695231249, Score = 1
Key = key-46, ValueA = , ValueB = value-5113847069568972751, Score = 1
Key = key-114, ValueA = , ValueB = value-6079373803416463632, Score = 1
Key = key-46, ValueA = , ValueB = value-8399230215876933569, Score = 1
Key = key-114, ValueA = , ValueB = value-3383710405921510808, Score = 1
Key = key-46, ValueA = , ValueB = value-4765125561981445239, Score = 1
Key = key-114, ValueA = , ValueB = value-4154385318334436690, Score = 1
Key = key-46, ValueA = , ValueB = value-567419682794407442, Score = 1
Key = key-46, ValueA = , ValueB = value-6628969051416766161, Score = 1
Key = key-114, Value = value-1965178817538587163, Score = 2
Key = key-46, ValueA = , ValueB = value-2203557389357193844, Score = 1
Key = key-46, ValueA = , ValueB = value-1355711776401172972, Score = 1
Key = key-46, ValueA = , ValueB = value-8830503995085538607, Score = 1
Key = key-598, ValueA = , ValueB = value-1336725627342109081, Score = 1
Key = key-598, ValueA = , ValueB = value-1233900945932078320, Score = 1
Key = key-598, ValueA = , ValueB = value-5544122928969075007, Score = 1
Key = key-598, ValueA = , ValueB = value-4488705134235109989, Score = 1
Key = key-598, ValueA = , ValueB = value-8209118477207553148, Score = 1
Key = key-598, Value = value-1336725627342109081, Score = 2
Key = key-356, ValueA = , ValueB = value-1387540732739318503, Score = 1
Key = key-356, ValueA = , ValueB = value-7141685340332473537, Score = 1
Key = key-356, ValueA = , ValueB = value-4743651221046310699, Score = 1
Key = key-356, ValueA = , ValueB = value-613567531327446706, Score = 1
Key = key-356, ValueA = , ValueB = value-6913392551191429621, Score = 1
Key = key-356, ValueA = , ValueB = value-9078851737643838443, Score = 1
Key = key-356, ValueA = , ValueB = value-3435724736721522044, Score = 1
Key = key-356, ValueA = , ValueB = value-2293851489369972914, Score = 1
Key = key-356, ValueA = , ValueB = value-6298723633096373293, Score = 1
Key = key-356, ValueA = , ValueB = value-555904084841303051, Score = 1
Key = key-356, ValueA = , ValueB = value-4712221342948652422, Score = 1
Key = key-356, ValueA = , ValueB = value-3769263358345259407, Score = 1
Key = key-356, ValueA = , ValueB = value-3313391535394551724, Score = 1
Key = key-48, ValueA = , ValueB = value-8969544316449735777, Score = 1
Key = key-356, ValueA = , ValueB = value-142156833699670117, Score = 1
Key = key-48, ValueA = , ValueB = value-4943996575103771719, Score = 1
Key = key-48, ValueA = , ValueB = value-6354975972503485912, Score = 1
Key = key-48, ValueA = , ValueB = value-2720599948403695704, Score = 1
Key = key-48, ValueA = , ValueB = value-1401106694947652139, Score = 1
Key = key-48, ValueA = , ValueB = value-1984057593017670366, Score = 1
Key = key-48, ValueA = , ValueB = value-8846814798765896669, Score = 1
Key = key-48, ValueA = , ValueB = value-8209038691072065362, Score = 1
Key = key-48, ValueA = , ValueB = value-1973739405001845892, Score = 1
Key = key-48, ValueA = , ValueB = value-5857645332133443193, Score = 1
Key = key-48, ValueA = , ValueB = value-9107345018295638268, Score = 1
Key = key-48, ValueA = , ValueB = value-1788681246034085717, Score = 1
Key = key-48, ValueA = , ValueB = value-1587457796296464675, Score = 1
Key = key-48, ValueA = , ValueB = value-4732214956577611979, Score = 1
Key = key-357, Value = value-1545145578463419311, Score = 2
Key = key-43, ValueA = , ValueB = value-8956802214743483275, Score = 1
Key = key-43, ValueA = , ValueB = value-5759263510188077005, Score = 1
Key = key-43, ValueA = , ValueB = value-8766627777236012101, Score = 1
Key = key-43, ValueA = , ValueB = value-7095354435080892275, Score = 1
Key = key-43, ValueA = , ValueB = value-1297956142276495471, Score = 1
Key = key-43, ValueA = , ValueB = value-1196402002621540322, Score = 1
Key = key-43, ValueA = , ValueB = value-1041312928618687978, Score = 1
Key = key-599, ValueA = , ValueB = value-4518210680377686602, Score = 1
Key = key-599, ValueA = , ValueB = value-4265771394622497745, Score = 1
Key = key-599, ValueA = , ValueB = value-1135421352038311875, Score = 1
Key = key-599, ValueA = , ValueB = value-3234322812892779224, Score = 1
Key = key-599, ValueA = , ValueB = value-8736442069224310020, Score = 1
Key = key-599, ValueA = , ValueB = value-8863877116505354096, Score = 1
Key = key-599, ValueA = , ValueB = value-8978284493735627135, Score = 1
Key = key-599, ValueA = , ValueB = value-2558908713258290321, Score = 1
Key = key-599, Value = value-4518210680377686602, Score = 2
Key = key-115, Value = value-1444449649305328001, Score = 2
Key = key-45, Value = value-5628021699815130799, Score = 2
Key = key-112, ValueA = , ValueB = value-4806682766174460227, Score = 1
Key = key-112, ValueA = , ValueB = value-4693477906390516332, Score = 1
Key = key-112, ValueA = , ValueB = value-5272745245291682123, Score = 1
Key = key-112, ValueA = , ValueB = value-9007160247165559189, Score = 1
Key = key-112, ValueA = , ValueB = value-7173049791605479890, Score = 1
Key = key-112, ValueA = , ValueB = value-9032097236982105855, Score = 1
Key = key-44, ValueA = , ValueB = value-8742864058741860176, Score = 1
Key = key-112, ValueA = , ValueB = value-9191771125226957483, Score = 1
Key = key-44, ValueA = , ValueB = value-8131677511038857173, Score = 1
Key = key-112, ValueA = , ValueB = value-2168546080826254332, Score = 1
Key = key-44, ValueA = , ValueB = value-5290710507239053042, Score = 1
Key = key-112, ValueA = , ValueB = value-3063122246188980927, Score = 1
Key = key-44, ValueA = , ValueB = value-4147210525984968646, Score = 1
Key = key-112, ValueA = , ValueB = value-119234501294278799, Score = 1
Key = key-44, ValueA = , ValueB = value-8622693506289093418, Score = 1
Key = key-44, ValueA = , ValueB = value-1575333123873902887, Score = 1
Key = key-40, ValueA = , ValueB = value-290274519297542123, Score = 1
Key = key-40, ValueA = , ValueB = value-995804215521391238, Score = 1
Key = key-40, ValueA = , ValueB = value-7780398130116262387, Score = 1
Key = key-40, ValueA = , ValueB = value-591475525597754541, Score = 1
Key = key-40, ValueA = , ValueB = value-4971018106039636682, Score = 1
Key = key-40, ValueA = , ValueB = value-37042455651010541, Score = 1
Key = key-40, ValueA = , ValueB = value-8193386550559262038, Score = 1
Key = key-40, ValueA = , ValueB = value-7448970765854240434, Score = 1
Key = key-40, ValueA = , ValueB = value-6991616551556748470, Score = 1
Key = key-40, ValueA = , ValueB = value-1882930796951823323, Score = 1
Key = key-40, Value = value-290274519297542123, Score = 2
Key = key-729, ValueA = , ValueB = value-6257621699103789795, Score = 1
Key = key-729, ValueA = , ValueB = value-8042529995835134512, Score = 1
Key = key-729, ValueA = , ValueB = value-7379890470214837697, Score = 1
Key = key-729, ValueA = , ValueB = value-958993978699459996, Score = 1
Key = key-729, ValueA = , ValueB = value-5506490223799564731, Score = 1
Key = key-729, ValueA = , ValueB = value-4071769373043894645, Score = 1
Key = key-729, ValueA = , ValueB = value-8399764981378737439, Score = 1
Key = key-729, ValueA = , ValueB = value-562491447981830073, Score = 1
Key = key-729, ValueA = , ValueB = value-3995198830342807531, Score = 1
Key = key-729, ValueA = , ValueB = value-811807824250222344, Score = 1
