Key = key-673146, ValueA = , ValueB = value-8621165726093895168, Score = 1
Key = key-345488, ValueA = , ValueB = value-4475215614500589576, Score = 1
Key = key-880315, ValueA = , ValueB = value-8021081353024797408, Score = 1
Key = key-277956, ValueA = , ValueB = value-3527206988840963019, Score = 1
Key = key-277988, ValueA = , ValueB = value-5035430689843444793, Score = 1
Key = key-884911, ValueA = , ValueB = value-6053999292614299, Score = 1
Key = key-713634, ValueA = , ValueB = value-2295930379375730494, Score = 1
Key = key-420684, ValueA = , ValueB = value-3049883645748797091, Score = 1
Key = key-527301, ValueA = , ValueB = value-2340087206646235877, Score = 1
Key = key-170837, ValueA = , ValueB = value-3464567649960240023, Score = 1
Key = key-62378, ValueA = , ValueB = value-3816273098692665035, Score = 1
Key = key-37380, ValueA = , ValueB = value-4120717851458247506, Score = 1
Key = key-864324, ValueA = , ValueB = value-1866782101238906074, Score = 1
Key = key-626084, ValueA = , ValueB = value-1357492454038479714, Score = 1
Key = key-552358, ValueA = , ValueB = value-7782404458383125334, Score = 1
Key = key-337027, ValueA = , ValueB = value-3698206797782856844, Score = 1
Key = key-325351, ValueA = , ValueB = value-8039538610265072692, Score = 1
Key = key-325342, ValueA = , ValueB = value-323882546676246938, Score = 1
Key = key-628818, ValueA = , ValueB = value-1075213820755764203, Score = 1
Key = key-160372, ValueA = , ValueB = value-268880471023307590, Score = 1
Key = key-232716, ValueA = , ValueB = value-4256121717210017558, Score = 1
Key = key-174983, ValueA = , ValueB = value-4090244820109709461, Score = 1
Key = key-705285, ValueA = , ValueB = value-3892113382361230130, Score = 1
Key = key-533896, ValueA = , ValueB = value-8936460048647985803, Score = 1
Key = key-323809, ValueA = , ValueB = value-5528343515407159237, Score = 1
Key = key-267109, ValueA = , ValueB = value-8566438107941640027, Score = 1
Key = key-267108, ValueA = , ValueB = value-6357249260852582968, Score = 1
Key = key-339541, ValueA = , ValueB = value-266132888023961149, Score = 1
Key = key-339617, ValueA = , ValueB = value-3116558721855101506, Score = 1
Key = key-864454, ValueA = , ValueB = value-8887334802935314898, Score = 1
Key = key-898099, ValueA = , ValueB = value-6532245679932404401, Score = 1
Key = key-93569, ValueA = , ValueB = value-8271566076076073695, Score = 1
Key = key-62243, ValueA = , ValueB = value-2195522788045845446, Score = 1
Key = key-628740, ValueA = , ValueB = value-4891541498845384471, Score = 1
Key = key-93572, ValueA = , ValueB = value-176760836276775331, Score = 1
Key = key-166448, ValueA = , ValueB = value-8404758730515306016, Score = 1
Key = key-191468, ValueA = , ValueB = value-289137547372309883, Score = 1
Key = key-434996, ValueA = , ValueB = value-1857486362724147600, Score = 1
Key = key-191453, ValueA = , ValueB = value-4642358147286197234, Score = 1
Key = key-166487, ValueA = , ValueB = value-1031887023278434976, Score = 1
Key = key-732791, ValueA = , ValueB = value-7059738688529872230, Score = 1
Key = key-106669, ValueA = , ValueB = value-8093851484633648887, Score = 1
Key = key-323941, ValueA = , ValueB = value-5879004399798104430, Score = 1
Key = key-839647, ValueA = , ValueB = value-5157876458670222401, Score = 1
Key = key-839666, ValueA = , ValueB = value-4194707498196705064, Score = 1
Key = key-409975, ValueA = , ValueB = value-3296943467624986070, Score = 1
Key = key-416177, ValueA = , ValueB = value-1087885876592751320, Score = 1
Key = key-659001, ValueA = , ValueB = value-5484941556015060903, Score = 1
Key = key-552203, ValueA = , ValueB = value-922961034701524390, Score = 1
Key = key-323906, ValueA = , ValueB = value-427974718175059920, Score = 1
Key = key-106617, ValueA = , ValueB = value-5283895357693639370, Score = 1
Key = key-612911, ValueA = , ValueB = value-3046027659496567833, Score = 1
Key = key-612916, ValueA = , ValueB = value-5844989627131553886, Score = 1
Key = key-521865, ValueA = , ValueB = value-2545794410346941035, Score = 1
Key = key-325100, ValueA = , ValueB = value-7031084686027361146, Score = 1
Key = key-628622, ValueA = , ValueB = value-1344253299056248283, Score = 1
Key = key-822971, ValueA = , ValueB = value-7533837259582814830, Score = 1
Key = key-160257, ValueA = , ValueB = value-6094587118496013660, Score = 1
Key = key-732895, ValueA = , ValueB = value-600006758340862798, Score = 1
Key = key-732875, ValueA = , ValueB = value-8939242036836271702, Score = 1
Key = key-95803, ValueA = , ValueB = value-8629684002476277754, Score = 1
Key = key-940128, ValueA = , ValueB = value-8210861525832072271, Score = 1
Key = key-191320, ValueA = , ValueB = value-5314748312940716143, Score = 1
Key = key-166375, ValueA = , ValueB = value-7446595068141845732, Score = 1
Key = key-267027, ValueA = , ValueB = value-5785840713984001926, Score = 1
Key = key-556291, ValueA = , ValueB = value-2688601617188698528, Score = 1
Key = key-791354, ValueA = , ValueB = value-5231947760743494455, Score = 1
Key = key-480476, ValueA = , ValueB = value-7576731364187191539, Score = 1
Key = key-785400, ValueA = , ValueB = value-1124745324152729221, Score = 1
Key = key-323628, ValueA = , ValueB = value-2359355890009673814, Score = 1
Key = key-942671, ValueA = , ValueB = value-139141739751825693, Score = 1
Key = key-131532, ValueA = , ValueB = value-2989746672730995023, Score = 1
Key = key-595902, ValueA = , ValueB = value-452647837604403683, Score = 1
Key = key-612803, ValueA = , ValueB = value-4096280612223776393, Score = 1
Key = key-810993, ValueA = , ValueB = value-2286353936287087057, Score = 1
Key = key-29165, ValueA = , ValueB = value-2532342911988642127, Score = 1
Key = key-193963, ValueA = , ValueB = value-5386954377431953566, Score = 1
Key = key-785517, ValueA = , ValueB = value-631523599044644784, Score = 1
Key = key-785517, ValueA = , ValueB = value-6142470714979457538, Score = 1
Key = key-135226, ValueA = , ValueB = value-5826048959937281964, Score = 1
Key = key-154385, ValueA = , ValueB = value-3462386902355699434, Score = 1
Key = key-595793, ValueA = , ValueB = value-4209183367829983708, Score = 1
Key = key-54163, ValueA = , ValueB = value-8470898572269501944, Score = 1
Key = key-81419, ValueA = , ValueB = value-2324853169304828714, Score = 1
Key = key-81419, ValueA = , ValueB = value-3931467285130769747, Score = 1
Key = key-323732, ValueA = , ValueB = value-4571135472074273029, Score = 1
Key = key-589932, ValueA = , ValueB = value-626436446305672566, Score = 1
Key = key-923781, ValueA = , ValueB = value-624422359590834635, Score = 1
Key = key-166607, ValueA = , ValueB = value-3705406113238664487, Score = 1
Key = key-758151, ValueA = , ValueB = value-9086944672295253633, Score = 1
Key = key-600860, ValueA = , ValueB = value-7958620023168789736, Score = 1
Key = key-600850, ValueA = , ValueB = value-4087688949847436816, Score = 1
Key = key-908796, ValueA = , ValueB = value-971993081329486749, Score = 1
Key = key-600782, ValueA = , ValueB = value-5462921004828730323, Score = 1
Key = key-776558, ValueA = , ValueB = value-8351584474734508873, Score = 1
Key = key-908767, ValueA = , ValueB = value-1881866808473411732, Score = 1
Key = key-267338, ValueA = , ValueB = value-4871388319681663735, Score = 1
Key = key-903280, ValueA = , ValueB = value-5257552106952641752, Score = 1
Key = key-903438, ValueA = , ValueB = value-5851315720949738620, Score = 1
Key = key-129627, ValueA = , ValueB = value-8972396212568579228, Score = 1
Key = key-785709, ValueA = , ValueB = value-2227183355362740302, Score = 1
Key = key-42001, ValueA = , ValueB = value-6018925146979255124, Score = 1
Key = key-791541, ValueA = , ValueB = value-5829648605920647346, Score = 1
Key = key-575230, ValueA = , ValueB = value-5394973112412111360, Score = 1
Key = key-581084, ValueA = , ValueB = value-5081020295210100592, Score = 1
Key = key-600602, ValueA = , ValueB = value-2717197040048991999, Score = 1
Key = key-600602, ValueA = , ValueB = value-4575810262290288591, Score = 1
Key = key-556061, ValueA = , ValueB = value-7802702791768489865, Score = 1
Key = key-898322, ValueA = , ValueB = value-5449396042418949771, Score = 1
Key = key-193604, ValueA = , ValueB = value-7406525672140709002, Score = 1
Key = key-129043, ValueA = , ValueB = value-65958377493110817, Score = 1
Key = key-129043, ValueA = , ValueB = value-2706605498266721676, Score = 1
Key = key-223422, ValueA = , ValueB = value-1795559870120262764, Score = 1
Key = key-418229, ValueA = , ValueB = value-7236559165640876363, Score = 1
Key = key-487318, ValueA = , ValueB = value-131431964909515521, Score = 1
Key = key-223410, ValueA = , ValueB = value-133967348175959723, Score = 1
Key = key-42398, ValueA = , ValueB = value-2995038210581873600, Score = 1
Key = key-193660, ValueA = , ValueB = value-5673094977434994003, Score = 1
Key = key-311463, ValueA = , ValueB = value-7109610996095030191, Score = 1
Key = key-878175, ValueA = , ValueB = value-7624529297711304502, Score = 1
Key = key-56831, ValueA = , ValueB = value-7295098111666705276, Score = 1
Key = key-727053, ValueA = , ValueB = value-1344121498767772134, Score = 1
Key = key-286041, ValueA = , ValueB = value-5998621100681893672, Score = 1
Key = key-17270, ValueA = , ValueB = value-3550380722333395217, Score = 1
Key = key-443370, ValueA = , ValueB = value-4250997569282424421, Score = 1
Key = key-149587, ValueA = , ValueB = value-5892859407137238165, Score = 1
Key = key-42245, ValueA = , ValueB = value-1482416467550268112, Score = 1
Key = key-878136, ValueA = , ValueB = value-3936426305399143339, Score = 1
Key = key-42522, ValueA = , ValueB = value-2614289605288877336, Score = 1
Key = key-762168, ValueA = , ValueB = value-1652872674223659351, Score = 1
Key = key-457652, ValueA = , ValueB = value-1344922694548978880, Score = 1
Key = key-42501, ValueA = , ValueB = value-6010555517300137260, Score = 1
Key = key-595594, ValueA = , ValueB = value-2911306288017240230, Score = 1
Key = key-766689, ValueA = , ValueB = value-3861226331285375236, Score = 1
Key = key-42428, ValueA = , ValueB = value-8284162729304840143, Score = 1
Key = key-42428, ValueA = , ValueB = value-2865716881024484854, Score = 1
Key = key-62870, ValueA = , ValueB = value-8155963515756770543, Score = 1
Key = key-168714, ValueA = , ValueB = value-4710535894650112458, Score = 1
Key = key-771575, ValueA = , ValueB = value-6832863437567042465, Score = 1
Key = key-193715, ValueA = , ValueB = value-8406195542235704874, Score = 1
Key = key-325968, ValueA = , ValueB = value-1927622244001922202, Score = 1
Key = key-600284, ValueA = , ValueB = value-1186569710605621046, Score = 1
Key = key-878344, ValueA = , ValueB = value-5627058966584830484, Score = 1
Key = key-311345, ValueA = , ValueB = value-3796678404711423450, Score = 1
Key = key-512444, ValueA = , ValueB = value-2969715286794387635, Score = 1
Key = key-878363, ValueA = , ValueB = value-8203894084986421610, Score = 1
Key = key-114438, ValueA = , ValueB = value-6249767895103861974, Score = 1
Key = key-535444, ValueA = , ValueB = value-1888104780727882702, Score = 1
Key = key-403658, ValueA = , ValueB = value-5725391772517137840, Score = 1
Key = key-487160, ValueA = , ValueB = value-8345725601299950769, Score = 1
Key = key-667251, ValueA = , ValueB = value-3105377190215995734, Score = 1
Key = key-223644, ValueA = , ValueB = value-7980239190392898130, Score = 1
Key = key-378172, ValueA = , ValueB = value-2983127660156389833, Score = 1
Key = key-797785, ValueA = , ValueB = value-7508441320200842870, Score = 1
Key = key-380398, ValueA = , ValueB = value-4325345586958478164, Score = 1
Key = key-380324, ValueA = , ValueB = value-2740244069111783612, Score = 1
Key = key-824636, ValueA = , ValueB = value-55775953334773025, Score = 1
Key = key-480234, ValueA = , ValueB = value-3336208640102247978, Score = 1
Key = key-776872, ValueA = , ValueB = value-4008786373603295428, Score = 1
Key = key-480234, ValueA = , ValueB = value-4734220558171697712, Score = 1
Key = key-762247, ValueA = , ValueB = value-5125428119916172255, Score = 1
Key = key-535359, ValueA = , ValueB = value-8179126598034426787, Score = 1
Key = key-494831, ValueA = , ValueB = value-1888138834571687984, Score = 1
Key = key-799246, ValueA = , ValueB = value-48936368160413026, Score = 1
Key = key-549950, ValueA = , ValueB = value-6585733318695147446, Score = 1
Key = key-246111, ValueA = , ValueB = value-2603713976431062917, Score = 1
Key = key-29376, ValueA = , ValueB = value-6643096734260139164, Score = 1
Key = key-29376, ValueA = , ValueB = value-6848073247824026360, Score = 1
Key = key-16373, ValueA = , ValueB = value-6449008203772827585, Score = 1
Key = key-16373, ValueA = , ValueB = value-6189714643218100611, Score = 1
Key = key-469848, ValueA = , ValueB = value-1363267855282818190, Score = 1
Key = key-469848, ValueA = , ValueB = value-6719261987048102316, Score = 1
Key = key-956514, ValueA = , ValueB = value-2823494222932721141, Score = 1
Key = key-587176, ValueA = , ValueB = value-7591812898365578606, Score = 1
Key = key-403677, ValueA = , ValueB = value-1164595428298188830, Score = 1
Key = key-692139, ValueA = , ValueB = value-4873419957434045046, Score = 1
Key = key-894136, ValueA = , ValueB = value-343249835763314621, Score = 1
Key = key-981744, ValueA = , ValueB = value-5447990567238918520, Score = 1
Key = key-469992, ValueA = , ValueB = value-8289424428709669290, Score = 1
Key = key-612417, ValueA = , ValueB = value-150003187340035934, Score = 1
Key = key-16734, ValueA = , ValueB = value-205967376267399967, Score = 1
Key = key-380053, ValueA = , ValueB = value-2355861411617309848, Score = 1
Key = key-824883, ValueA = , ValueB = value-3598240806932242993, Score = 1
Key = key-54281, ValueA = , ValueB = value-2344885096983902476, Score = 1
Key = key-54281, ValueA = , ValueB = value-3187978453661736595, Score = 1
Key = key-323569, ValueA = , ValueB = value-5582833895555361683, Score = 1
Key = key-683702, ValueA = , ValueB = value-1595905488631860035, Score = 1
Key = key-776923, ValueA = , ValueB = value-2067166758082850526, Score = 1
Key = key-776923, ValueA = , ValueB = value-1031238557411720918, Score = 1
Key = key-810368, ValueA = , ValueB = value-8764361965351877100, Score = 1
Key = key-915766, ValueA = , ValueB = value-9113034119134052909, Score = 1
Key = key-494628, ValueA = , ValueB = value-7765398518944781871, Score = 1
Key = key-394653, ValueA = , ValueB = value-8012715439530254285, Score = 1
Key = key-4850, ValueA = , ValueB = value-1048620174497969229, Score = 1
Key = key-981640, ValueA = , ValueB = value-8582720412388397882, Score = 1
Key = key-369684, ValueA = , ValueB = value-4621023633561746041, Score = 1
Key = key-369675, ValueA = , ValueB = value-201186847960011676, Score = 1
Key = key-362886, ValueA = , ValueB = value-4302853754319701102, Score = 1
Key = key-378043, ValueA = , ValueB = value-6825897508645648757, Score = 1
Key = key-191267, ValueA = , ValueB = value-2910717740719247955, Score = 1
Key = key-799502, ValueA = , ValueB = value-8361330960872398852, Score = 1
Key = key-683775, ValueA = , ValueB = value-3326222676448030125, Score = 1
Key = key-438783, ValueA = , ValueB = value-2404372635195754964, Score = 1
